actStTime,actEndTime,actCategory,placeOrRoute,authorities
活動開始時間,活動結束時間,活動類別,集會處所或遊行路線,主管機關
2016/11/12 09:00,2016/11/12 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/12 08:00,2016/11/12 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/12 08:00,2016/11/12 17:00,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/12 07:00,2016/11/12 23:30,室外集會,臺北市萬華區漢中街116號前道路及中華路一段西側人行道,臺北市政府警察局萬華分局
2016/11/12 07:00,2016/11/12 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/12 00:01,2016/11/12 23:59,室外集會,臺北市中正區凱達格蘭大道【公園路（不含）至中山南路（不含）】北側人行道暨緊鄰5線車道及公園路【忠孝西路1段（不含）至凱達格蘭大道（不含）】東側人行道暨緊鄰2線車道,臺北市政府警察局中正第一分局
2016/11/11 10:00,2016/11/11 17:00,遊行,臺北市中正區凱達格蘭大道北側人行道（集合後出發）→（左轉）公園路凱達格蘭大道口東側→（左轉）凱達格蘭大道南側人行道→（左轉）中山南路凱達格蘭大道口西側→（左轉）凱達格蘭大道北側人行道（集會後解散）,臺北市政府警察局中正第一分局
2016/11/11 09:00,2016/11/11 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/11 09:00,2016/11/11 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/11 08:00,2016/11/11 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/11 08:00,2016/11/11 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/11 07:00,2016/11/11 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/11/11 07:00,2016/11/11 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/10 09:00,2016/11/10 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/10 09:00,2016/11/10 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/10 08:00,2016/11/10 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/10 08:00,2016/11/10 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/10 07:00,2016/11/10 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/10 07:00,2016/11/10 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道【漢中街(不含)至中華路1段(不含)間】,臺北市政府警察局萬華分局
2016/11/09 15:00,2016/11/09 17:30,遊行,臺中市沙鹿區鎮政路8號(沙鹿區公所)前集合出發,臺中市政府警察局清水分局
2016/11/09 14:00,2016/11/09 17:00,遊行,臺南市中西區中西區南門路、府前路、大同路、健康路,臺南市政府警察局第二分局
2016/11/09 09:00,2016/11/09 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/09 09:00,2016/11/09 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/09 08:00,2016/11/09 22:00,室外集會,臺北市中山區八德路2段232號,臺北市政府警察局中山分局
2016/11/09 08:00,2016/11/09 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/09 08:00,2016/11/09 23:00,室外集會,新竹市北區中正路120號前(市政府前廣場及周邊人行道),新竹市警察局第一分局
2016/11/09 08:00,2016/11/09 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/09 07:00,2016/11/09 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/11/09 07:00,2016/11/09 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/08 09:00,2016/11/08 12:00,室外集會,苗栗縣苗栗市苗栗台肥廠宜春路前,苗栗縣警察局苗栗分局
2016/11/08 09:00,2016/11/08 23:59,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/08 09:00,2016/11/08 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/08 08:00,2016/11/08 22:00,室外集會,臺北市中山區八德路2段232號,臺北市政府警察局中山分局
2016/11/08 08:00,2016/11/08 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/08 08:00,2016/11/08 17:00,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/08 07:00,2016/11/08 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/11/08 07:00,2016/11/08 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/07 18:00,2016/11/07 21:00,室外集會,彰化縣北斗鎮中寮里順天宮,彰化縣警察局北斗分局
2016/11/07 09:00,2016/11/07 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/07 09:00,2016/11/07 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/07 08:00,2016/11/07 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/07 08:00,2016/11/07 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/07 07:00,2016/11/07 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/06 09:00,2016/11/06 12:00,遊行,苗栗縣苗栗市中華路安瀾宮前,苗栗縣警察局苗栗分局
2016/11/06 09:00,2016/11/06 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/06 09:00,2016/11/06 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/06 08:00,2016/11/06 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/06 08:00,2016/11/06 17:00,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/06 07:00,2016/11/06 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/06 07:00,2016/11/06 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道【漢中街(不含)至中華路1段(不含)間】,臺北市政府警察局萬華分局
2016/11/05 13:00,2016/11/05 18:00,遊行,高雄市前鎮區高雄展覽館→前鎮、苓雅部分街道,高雄市政府警察局
2016/11/05 09:00,2016/11/05 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/05 09:00,2016/11/05 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/05 08:00,2016/11/05 08:30,遊行,臺中市西屯區市區街道,臺中市政府警察局第六分局
2016/11/05 08:00,2016/11/05 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/05 08:00,2016/11/05 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/05 07:00,2016/11/05 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/11/05 07:00,2016/11/05 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/04 19:30,2016/11/04 22:00,遊行,臺北市文山區木新路3段111號出發→木新路3段243巷1弄→2弄→3弄→4弄→河堤→一壽街63巷→66巷→樟新街15巷→32巷→56巷→河堤→木新路3段→返回木新路3段111號後解散。,臺北市政府警察局文山第一分局
2016/11/04 19:00,2016/11/04 21:30,遊行,臺北市文山區一壽街17巷9號出發→一壽街66巷→樟新街56巷→樟新街8巷5弄→樟新街→木新路3段→木新路3段215巷→木新路243巷2弄→4弄→河堤→返回一壽街17巷9號後解散。,臺北市政府警察局文山第一分局
2016/11/04 18:00,2016/11/04 21:00,遊行,新北市三重區仁政街82號,新北市政府警察局三重分局
2016/11/04 17:00,2016/11/04 22:00,遊行,新北市三重區仁愛街366巷12號,新北市政府警察局三重分局
2016/11/04 17:00,2016/11/04 22:00,遊行,臺北市文山區一壽街(含周邊巷道)→樟新街(含周邊巷道)→木新路,臺北市政府警察局文山第一分局
2016/11/04 16:00,2016/11/04 22:00,遊行,新北市三重區仁愛街172巷9號,新北市政府警察局三重分局
2016/11/04 16:00,2016/11/04 22:00,遊行,臺北市文山區木新路3段261號集會後出發→木新路3段215巷→河堤→一壽街→木新路3段→彰新街→河堤→寶橋下→木新路3段→返回木新路3段261號集會後解散。,臺北市政府警察局文山第一分局
2016/11/04 13:00,2016/11/04 17:00,室外集會,臺北市中正區中山南路【青島東路（不含）至濟南路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/11/04 09:00,2016/11/04 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/04 08:00,2016/11/04 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/04 08:00,2016/11/04 17:30,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/11/04 07:00,2016/11/04 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/11/04 07:00,2016/11/04 21:00,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/11/03 16:00,2016/11/03 19:00,遊行,臺南市安平區集合地點:臺南市社會福利綜合大樓前;解散地點:中西區新光三越新天地旁小西門 遊行路線:安平區、南區、中西區道路,臺南市政府警察局
2016/11/03 11:00,2016/11/03 12:30,遊行,臺中市西屯區西屯路市區街道,臺中市政府警察局第六分局
2016/11/03 10:20,2016/11/03 10:40,遊行,臺北市中山區中山北路2段46巷玫瑰古蹟旁出發→右轉無名巷→右轉中山北路2段48巷→右轉沿蔡瑞月舞蹈社停車場(至中山北路2段46巷)→右轉玫瑰古蹟旁，進入蔡瑞月舞蹈社廣場,臺北市政府警察局中山分局
2016/11/03 09:00,2016/11/03 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/11/03 08:00,2016/11/03 17:00,室外集會,嘉義縣布袋鎮樹林頭樹林小段240地號產業道路,嘉義縣警察局布袋分局
2016/11/03 08:00,2016/11/03 17:00,室外集會,臺北市士林區至善路2段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
